rating_id,model_run_id,school,team,group_name,pre_rating_mu,live_rating_mu,delta_match_result,delta_group_rank,delta_robot_signal,rating_sigma,official_group_rank,group_wdl,source_id,notes
rating_rmuc_2026_south_after16_live_v1_012,rmuc_2026_south_after16_live_v1,桂林信息科技学院,GIRT,A,2019.564,2038.572,11.305,19.850,-12.147,64.400,2,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_013,rmuc_2026_south_after16_live_v1,华中科技大学,狼牙,B,2002.610,1928.601,-60.792,-14.950,1.733,64.400,14,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_019,rmuc_2026_south_after16_live_v1,厦门大学嘉庚学院,TCR,A,1847.489,1927.035,56.610,15.250,7.686,64.400,6,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_020,rmuc_2026_south_after16_live_v1,桂林理工大学,群星,B,1795.342,1923.296,89.760,28.650,9.544,64.400,4,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_014,rmuc_2026_south_after16_live_v1,武汉工程大学,Nautilus,A,1998.135,1916.404,-88.434,6.850,-0.147,64.400,9,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_022,rmuc_2026_south_after16_live_v1,仲恺农业工程学院,奇点,A,1784.511,1899.250,75.055,28.650,11.034,64.400,1,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_023,rmuc_2026_south_after16_live_v1,南华大学,MA,B,1726.363,1823.303,89.454,8.450,-0.964,64.400,8,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_017,rmuc_2026_south_after16_live_v1,国防科技大学,军临,A,1874.039,1799.509,-56.610,-3.550,-14.370,64.400,11,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_018,rmuc_2026_south_after16_live_v1,深圳技术大学,悍匠,B,1852.562,1799.474,-13.056,-37.450,-2.582,64.400,15,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_021,rmuc_2026_south_after16_live_v1,厦门大学,RCS,B,1786.873,1741.571,-10.115,-16.050,-19.137,64.400,16,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_030,rmuc_2026_south_after16_live_v1,重庆理工大学,士继DREAMER,A,1621.775,1716.017,74.715,20.050,-0.523,73.023,3,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_024,rmuc_2026_south_after16_live_v1,西交利物浦大学,GMaster,B,1699.076,1675.354,-13.158,-7.450,-3.114,73.023,12,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_032,rmuc_2026_south_after16_live_v1,华南师范大学（佛山校区）,VANGUARD,A,1565.252,1673.104,88.434,12.750,6.668,96.600,7,1/0/0,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_025,rmuc_2026_south_after16_live_v1,湘潭大学,逐曦,B,1690.405,1649.084,-12.648,-6.950,-21.723,64.400,11,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_026,rmuc_2026_south_after16_live_v1,厦门理工学院,PFA,A,1665.882,1642.319,-12.750,-4.250,-6.563,64.400,12,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_027,rmuc_2026_south_after16_live_v1,长沙理工大学,云嵌,A,1657.942,1627.769,-13.260,-9.250,-7.663,73.023,13,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_028,rmuc_2026_south_after16_live_v1,广州航海学院,ICBK破冰船,A,1641.909,1612.656,-12.750,-0.150,-16.353,96.600,10,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_029,rmuc_2026_south_after16_live_v1,武汉科技大学,崇实,B,1627.896,1599.570,-12.954,-1.750,-13.622,96.600,10,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
rating_rmuc_2026_south_after16_live_v1_031,rmuc_2026_south_after16_live_v1,武汉大学,珞珈狐,A,1568.888,1538.911,-11.305,-10.850,-7.822,96.600,15,0/0/1,official_live_schedule_json,live_after_first_16_matches;update=pre_rating+match_delta+group_rank_delta+robot_signal_delta
